12/10/2021-14:13:09.297185  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} 2001:0002:0000:0000:0000:0000:0000:0020:135 -> ff02:0000:0000:0000:0000:0001:ff00:0001:0
12/10/2021-14:44:21.391334  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:57.354662  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:57.558059  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:21.594810  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:57.761329  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:53.098053  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:21.797987  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:53.304796  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:57.964731  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:53.508125  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:58.168120  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:53.711404  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:58.371387  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:53.914720  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:58.577989  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:54.118058  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:54.321439  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:54.524726  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:58.781405  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:58.984692  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:54.731427  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:22.001397  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:54.938070  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:59.188068  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:59.391462  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:55.141391  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:59.594649  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:55.344731  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:59.798058  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:55.548053  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:55.751396  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:00.001335  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:00.204721  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:55.954795  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:56.158044  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:00.408061  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:00.611343  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:22.204702  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:00.814678  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:01.018130  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:22.407981  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:22.611348  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:22.814711  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:01.221396  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:01.427984  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:23.018065  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:01.634671  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:01.837999  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:23.221321  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:56.361515  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:02.041402  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:02.244676  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:56.568025  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:23.424729  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:02.448024  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:44:23.628116  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:02.651392  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:02.854729  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:56.771462  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:23.831406  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:56.974787  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:24.034734  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:24.238039  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:57.178010  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:24.441346  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:24.644671  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:57.381347  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:24.851364  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:25.054678  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:57.390292  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:32846 -> 10.0.2.20:80
12/10/2021-14:45:57.390292  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:32846 -> 10.0.2.20:80
12/10/2021-14:44:25.258081  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:25.461342  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:25.664669  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:57.585525  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:25.868064  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:57.788120  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:26.071427  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:44:26.274733  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:57.991387  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:26.478064  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:58.194647  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:58.398058  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:45:03.057997  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:03.261339  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60626
12/10/2021-14:45:58.601282  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
12/10/2021-14:44:26.684731  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:60384
12/10/2021-14:45:58.804717  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32778
