12/10/2021-13:08:45.561960  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:34:25.561203  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44100 -> 10.0.2.20:80
12/10/2021-13:34:25.561203  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44100 -> 10.0.2.20:80
12/10/2021-13:34:25.561203  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44100 -> 10.0.2.20:80
12/10/2021-13:34:25.561203  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44100 -> 10.0.2.20:80
12/10/2021-13:34:26.364218  [**] [1:2021005:3] ET WEB_SPECIFIC_APPS Vulnerable Magento Adminhtml Access [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:44104 -> 10.0.2.20:80
12/10/2021-13:34:26.364218  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44104 -> 10.0.2.20:80
12/10/2021-13:35:03.766255  [**] [1:2009485:7] ET WEB_SERVER /etc/shadow Detected in URI [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44298 -> 10.0.2.20:80
12/10/2021-13:34:18.736322  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44066 -> 10.0.2.20:80
12/10/2021-13:34:18.736322  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44066 -> 10.0.2.20:80
12/10/2021-13:34:18.736322  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44066 -> 10.0.2.20:80
12/10/2021-13:34:18.736322  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44066 -> 10.0.2.20:80
12/10/2021-13:34:30.383870  [**] [1:2221045:1] SURICATA HTTP Unexpected Request body [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:44124 -> 10.0.2.20:80
12/10/2021-13:34:30.383870  [**] [1:2012888:4] ET POLICY Http Client Body contains pwd= in cleartext [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44124 -> 10.0.2.20:80
12/10/2021-13:34:16.328480  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44054 -> 10.0.2.20:80
12/10/2021-13:34:16.328480  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44054 -> 10.0.2.20:80
12/10/2021-13:34:16.328480  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44054 -> 10.0.2.20:80
12/10/2021-13:34:16.328480  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44054 -> 10.0.2.20:80
12/10/2021-13:34:32.793732  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44136 -> 10.0.2.20:80
12/10/2021-13:34:24.758516  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44096 -> 10.0.2.20:80
12/10/2021-13:34:24.758516  [**] [1:2100982:12] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44096 -> 10.0.2.20:80
12/10/2021-13:34:24.758516  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44096 -> 10.0.2.20:80
12/10/2021-13:34:24.758516  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44096 -> 10.0.2.20:80
12/10/2021-13:34:33.194826  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44140 -> 10.0.2.20:80
12/10/2021-13:34:19.538549  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44070 -> 10.0.2.20:80
12/10/2021-13:34:19.538549  [**] [1:2100981:15] GPL EXPLOIT unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44070 -> 10.0.2.20:80
12/10/2021-13:34:19.538549  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44070 -> 10.0.2.20:80
12/10/2021-13:34:19.538549  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44070 -> 10.0.2.20:80
12/10/2021-13:34:28.776014  [**] [1:2025883:3] ET EXPLOIT MVPower DVR Shell UCE [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:44116 -> 10.0.2.20:80
12/10/2021-13:34:28.776014  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44116 -> 10.0.2.20:80
12/10/2021-13:34:25.962744  [**] [1:2021005:3] ET WEB_SPECIFIC_APPS Vulnerable Magento Adminhtml Access [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:44102 -> 10.0.2.20:80
12/10/2021-13:34:25.962744  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44102 -> 10.0.2.20:80
12/10/2021-13:34:30.786126  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44126 -> 10.0.2.20:80
12/10/2021-13:34:29.578324  [**] [1:2221045:1] SURICATA HTTP Unexpected Request body [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:44120 -> 10.0.2.20:80
12/10/2021-13:34:29.578324  [**] [1:2012888:4] ET POLICY Http Client Body contains pwd= in cleartext [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44120 -> 10.0.2.20:80
12/10/2021-13:34:29.980191  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44122 -> 10.0.2.20:80
12/10/2021-13:34:31.989459  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44132 -> 10.0.2.20:80
12/10/2021-13:35:20.268178  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44386 -> 10.0.2.20:80
12/10/2021-13:34:33.596417  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44142 -> 10.0.2.20:80
12/10/2021-13:34:50.097261  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44228 -> 10.0.2.20:80
12/10/2021-13:34:50.498418  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44230 -> 10.0.2.20:80
12/10/2021-13:34:50.899945  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44232 -> 10.0.2.20:80
12/10/2021-13:35:38.377316  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44476 -> 10.0.2.20:80
12/10/2021-13:35:53.249024  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44552 -> 10.0.2.20:80
12/10/2021-13:34:53.306794  [**] [1:2016184:6] ET WEB_SERVER ColdFusion administrator access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44244 -> 10.0.2.20:80
12/10/2021-13:34:54.109369  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44248 -> 10.0.2.20:80
12/10/2021-13:35:59.682285  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44584 -> 10.0.2.20:80
12/10/2021-13:34:54.911768  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44252 -> 10.0.2.20:80
12/10/2021-13:34:54.911768  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44252 -> 10.0.2.20:80
12/10/2021-13:36:00.885796  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44590 -> 10.0.2.20:80
12/10/2021-13:36:00.885796  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44590 -> 10.0.2.20:80
12/10/2021-13:36:00.885796  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:44590 -> 10.0.2.20:80
12/10/2021-13:36:03.297753  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44606 -> 10.0.2.20:80
12/10/2021-13:36:03.297753  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44606 -> 10.0.2.20:80
12/10/2021-13:36:03.297753  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:44606 -> 10.0.2.20:80
12/10/2021-13:34:51.301452  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:44234 -> 10.0.2.20:80
12/10/2021-13:36:03.701309  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44608 -> 10.0.2.20:80
12/10/2021-13:34:52.103833  [**] [1:2019526:5] ET WEB_SERVER WEB-PHP phpinfo access [**] [Classification: Information Leak] [Priority: 2] {TCP} 10.0.0.20:44238 -> 10.0.2.20:80
12/10/2021-13:34:56.522765  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44260 -> 10.0.2.20:80
12/10/2021-13:34:56.522765  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44260 -> 10.0.2.20:80
12/10/2021-13:35:02.559842  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:44292 -> 10.0.2.20:80
12/10/2021-13:36:18.562895  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44690 -> 10.0.2.20:80
12/10/2021-13:34:57.728045  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44266 -> 10.0.2.20:80
12/10/2021-13:34:57.728045  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44266 -> 10.0.2.20:80
12/10/2021-13:35:21.876836  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44394 -> 10.0.2.20:80
12/10/2021-13:35:21.876836  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44394 -> 10.0.2.20:80
12/10/2021-13:35:14.636424  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44354 -> 10.0.2.20:80
12/10/2021-13:35:17.854562  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44374 -> 10.0.2.20:80
12/10/2021-13:36:26.619530  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44734 -> 10.0.2.20:80
12/10/2021-13:36:26.619530  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44734 -> 10.0.2.20:80
12/10/2021-13:36:26.619530  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:44734 -> 10.0.2.20:80
12/10/2021-13:35:15.440882  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44358 -> 10.0.2.20:80
12/10/2021-13:36:27.021066  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44736 -> 10.0.2.20:80
12/10/2021-13:36:27.021066  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44736 -> 10.0.2.20:80
12/10/2021-13:35:35.160904  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44460 -> 10.0.2.20:80
12/10/2021-13:35:35.160904  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44460 -> 10.0.2.20:80
12/10/2021-13:36:27.826012  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44740 -> 10.0.2.20:80
12/10/2021-13:36:27.826012  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44740 -> 10.0.2.20:80
12/10/2021-13:36:27.826012  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:44740 -> 10.0.2.20:80
12/10/2021-13:36:27.826012  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44740 -> 10.0.2.20:80
12/10/2021-13:35:35.965503  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44464 -> 10.0.2.20:80
12/10/2021-13:35:16.243690  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44364 -> 10.0.2.20:80
12/10/2021-13:35:29.120768  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44430 -> 10.0.2.20:80
12/10/2021-13:36:30.645299  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44756 -> 10.0.2.20:80
12/10/2021-13:36:30.645299  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44756 -> 10.0.2.20:80
12/10/2021-13:36:30.645299  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:44756 -> 10.0.2.20:80
12/10/2021-13:35:39.583672  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44482 -> 10.0.2.20:80
12/10/2021-13:35:39.583672  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44482 -> 10.0.2.20:80
12/10/2021-13:35:39.583672  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:44482 -> 10.0.2.20:80
12/10/2021-13:35:17.048159  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44368 -> 10.0.2.20:80
12/10/2021-13:36:31.268472  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:35:18.659532  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44378 -> 10.0.2.20:80
12/10/2021-13:35:39.986928  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44484 -> 10.0.2.20:80
12/10/2021-13:35:39.986928  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44484 -> 10.0.2.20:80
12/10/2021-13:36:33.462948  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44770 -> 10.0.2.20:80
12/10/2021-13:35:34.355607  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44456 -> 10.0.2.20:80
12/10/2021-13:35:34.355607  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44456 -> 10.0.2.20:80
12/10/2021-13:35:35.562139  [**] [1:2006445:14] ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44462 -> 10.0.2.20:80
12/10/2021-13:35:35.562139  [**] [1:2010963:7] ET WEB_SERVER SELECT USER SQL Injection Attempt in URI [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:44462 -> 10.0.2.20:80
12/10/2021-13:36:40.301603  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:44806 -> 10.0.2.20:80
12/10/2021-13:35:37.172292  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:44470 -> 10.0.2.20:80
